"country","abbr","ccode","year","workerr","post.sd"
"Mexico","MEX",70,2003,0.3988,0.0273
"Mexico","MEX",70,2004,0.4013,0.0291
"Mexico","MEX",70,2005,0.4014,0.0286
"Mexico","MEX",70,2006,0.4022,0.0305
"Mexico","MEX",70,2007,0.4022,0.0328
"Mexico","MEX",70,2008,0.402,0.0343
"Mexico","MEX",70,2009,0.4,0.0363
"Mexico","MEX",70,2010,0.3991,0.04
"Mexico","MEX",70,2011,0.4,0.0422
"Mexico","MEX",70,2012,0.4008,0.0436
"Mexico","MEX",70,2013,0.4024,0.0453
"Mexico","MEX",70,2014,0.4029,0.0493
"Belize","BLZ",80,1981,0.9309,0.0644
"Belize","BLZ",80,1982,0.9339,0.0583
"Belize","BLZ",80,1983,0.9385,0.0549
"Belize","BLZ",80,1984,0.9448,0.0482
"Belize","BLZ",80,1985,0.9531,0.0396
"Belize","BLZ",80,1986,0.9549,0.0378
"Belize","BLZ",80,1987,0.9551,0.0388
"Belize","BLZ",80,1988,0.9518,0.0415
"Belize","BLZ",80,1989,0.955,0.0387
"Belize","BLZ",80,1990,0.9533,0.04
"Belize","BLZ",80,1991,0.9519,0.0409
"Belize","BLZ",80,1992,0.951,0.0413
"Belize","BLZ",80,1993,0.9509,0.0412
"Belize","BLZ",80,1994,0.9508,0.0408
"Belize","BLZ",80,1995,0.9485,0.0408
"Belize","BLZ",80,1996,0.9423,0.0443
"Belize","BLZ",80,1997,0.9368,0.0472
"Belize","BLZ",80,1998,0.9245,0.056
"Belize","BLZ",80,1999,0.9003,0.0716
"Belize","BLZ",80,2000,0.8753,0.0881
"Belize","BLZ",80,2001,0.8494,0.1054
"Belize","BLZ",80,2002,0.8316,0.1169
"Belize","BLZ",80,2003,0.8234,0.1234
"Belize","BLZ",80,2004,0.8169,0.1288
"Belize","BLZ",80,2005,0.8104,0.1342
"Belize","BLZ",80,2006,0.8079,0.1371
"Belize","BLZ",80,2007,0.8078,0.1366
"Belize","BLZ",80,2008,0.8078,0.1388
"Belize","BLZ",80,2009,0.8138,0.1341
"Belize","BLZ",80,2010,0.8256,0.1287
"Belize","BLZ",80,2011,0.8288,0.1316
"Guatemala","GTM",90,1981,0.1253,0.0875
"Guatemala","GTM",90,1982,0.1286,0.0814
"Guatemala","GTM",90,1983,0.1317,0.0789
"Guatemala","GTM",90,1984,0.1387,0.0812
"Guatemala","GTM",90,1985,0.1493,0.0833
"Guatemala","GTM",90,1986,0.1575,0.088
"Guatemala","GTM",90,1987,0.1537,0.085
"Guatemala","GTM",90,1988,0.1465,0.08
"Guatemala","GTM",90,1989,0.1376,0.0797
"Guatemala","GTM",90,1990,0.142,0.079
"Guatemala","GTM",90,1991,0.142,0.0739
"Guatemala","GTM",90,1992,0.1433,0.0709
"Guatemala","GTM",90,1993,0.1399,0.0692
"Guatemala","GTM",90,1994,0.1458,0.0725
"Guatemala","GTM",90,1995,0.1349,0.0692
"Guatemala","GTM",90,1996,0.1276,0.0681
"Guatemala","GTM",90,1997,0.1263,0.0667
"Guatemala","GTM",90,1998,0.1238,0.0671
"Guatemala","GTM",90,1999,0.1201,0.0668
"Guatemala","GTM",90,2000,0.1185,0.0692
"Guatemala","GTM",90,2001,0.1156,0.0708
"Guatemala","GTM",90,2002,0.1101,0.071
"Guatemala","GTM",90,2003,0.1081,0.0725
"Guatemala","GTM",90,2004,0.1052,0.0754
"Guatemala","GTM",90,2005,0.1068,0.0779
"Guatemala","GTM",90,2006,0.109,0.0782
"Guatemala","GTM",90,2007,0.1102,0.0785
"Guatemala","GTM",90,2008,0.1124,0.0828
"Guatemala","GTM",90,2009,0.1185,0.0852
"Guatemala","GTM",90,2010,0.1219,0.0877
"Guatemala","GTM",90,2011,0.1241,0.0906
"Honduras","HND",91,1981,0.8573,0.1081
"Honduras","HND",91,1982,0.8565,0.0962
"Honduras","HND",91,1983,0.8417,0.0969
"Honduras","HND",91,1984,0.8129,0.1072
"Honduras","HND",91,1985,0.7559,0.1144
"Honduras","HND",91,1986,0.7037,0.1229
"Honduras","HND",91,1987,0.6773,0.1238
"Honduras","HND",91,1988,0.6377,0.1231
"Honduras","HND",91,1989,0.5585,0.1272
"Honduras","HND",91,1990,0.5006,0.1209
"Honduras","HND",91,1991,0.4455,0.1285
"Honduras","HND",91,1992,0.4027,0.1328
"Honduras","HND",91,1993,0.3661,0.1283
"Honduras","HND",91,1994,0.3768,0.1255
"Honduras","HND",91,1995,0.3475,0.1202
"Honduras","HND",91,1996,0.2806,0.1178
"Honduras","HND",91,1997,0.2528,0.1149
"Honduras","HND",91,1998,0.2428,0.117
"Honduras","HND",91,1999,0.2294,0.1192
"Honduras","HND",91,2000,0.2004,0.1116
"Honduras","HND",91,2001,0.1588,0.0973
"Honduras","HND",91,2002,0.1174,0.0833
"Honduras","HND",91,2003,0.1173,0.0846
"Honduras","HND",91,2004,0.1158,0.085
"Honduras","HND",91,2005,0.1168,0.084
"Honduras","HND",91,2006,0.1194,0.0869
"Honduras","HND",91,2007,0.1203,0.0867
"Honduras","HND",91,2008,0.1224,0.0882
"Honduras","HND",91,2009,0.1248,0.0903
"Honduras","HND",91,2010,0.1314,0.0936
"Honduras","HND",91,2011,0.1466,0.1039
"El Salvador","SLV",92,1981,0.296,0.1594
"El Salvador","SLV",92,1982,0.328,0.1462
"El Salvador","SLV",92,1983,0.3336,0.1468
"El Salvador","SLV",92,1984,0.3187,0.1404
"El Salvador","SLV",92,1985,0.3381,0.1352
"El Salvador","SLV",92,1986,0.3068,0.1239
"El Salvador","SLV",92,1987,0.2435,0.1054
"El Salvador","SLV",92,1988,0.2152,0.1047
"El Salvador","SLV",92,1989,0.1684,0.0942
"El Salvador","SLV",92,1990,0.1307,0.085
"El Salvador","SLV",92,1991,0.131,0.0866
"El Salvador","SLV",92,1992,0.134,0.0856
"El Salvador","SLV",92,1993,0.1316,0.0819
"El Salvador","SLV",92,1994,0.1558,0.0877
"El Salvador","SLV",92,1995,0.1811,0.0918
"El Salvador","SLV",92,1996,0.1627,0.089
"El Salvador","SLV",92,1997,0.1905,0.0985
"El Salvador","SLV",92,1998,0.2162,0.1203
"El Salvador","SLV",92,1999,0.206,0.1128
"El Salvador","SLV",92,2000,0.1785,0.1025
"El Salvador","SLV",92,2001,0.1675,0.0954
"El Salvador","SLV",92,2002,0.1578,0.0977
"El Salvador","SLV",92,2003,0.1461,0.0958
"El Salvador","SLV",92,2004,0.1387,0.0908
"El Salvador","SLV",92,2005,0.1383,0.0887
"El Salvador","SLV",92,2006,0.1464,0.0921
"El Salvador","SLV",92,2007,0.1644,0.1049
"El Salvador","SLV",92,2008,0.1964,0.1129
"El Salvador","SLV",92,2009,0.2487,0.1287
"El Salvador","SLV",92,2010,0.2839,0.1451
"El Salvador","SLV",92,2011,0.3036,0.1598
"Nicaragua","NIC",93,1981,0.7258,0.2112
"Nicaragua","NIC",93,1982,0.5491,0.2238
"Nicaragua","NIC",93,1983,0.4473,0.2168
"Nicaragua","NIC",93,1984,0.229,0.1728
"Nicaragua","NIC",93,1985,0.1299,0.1012
"Nicaragua","NIC",93,1986,0.1219,0.1008
"Nicaragua","NIC",93,1987,0.1258,0.1055
"Nicaragua","NIC",93,1988,0.181,0.1264
"Nicaragua","NIC",93,1989,0.1804,0.1324
"Nicaragua","NIC",93,1990,0.714,0.1993
"Nicaragua","NIC",93,1991,0.6241,0.1987
"Nicaragua","NIC",93,1992,0.281,0.1787
"Nicaragua","NIC",93,1993,0.2251,0.1511
"Nicaragua","NIC",93,1994,0.1587,0.1236
"Nicaragua","NIC",93,1995,0.3807,0.1885
"Nicaragua","NIC",93,1996,0.635,0.1932
"Nicaragua","NIC",93,1997,0.4917,0.2221
"Nicaragua","NIC",93,1998,0.6624,0.185
"Nicaragua","NIC",93,1999,0.3784,0.1812
"Nicaragua","NIC",93,2000,0.3609,0.2064
"Nicaragua","NIC",93,2001,0.3006,0.1742
"Nicaragua","NIC",93,2002,0.3546,0.1746
"Nicaragua","NIC",93,2003,0.4716,0.2258
"Nicaragua","NIC",93,2004,0.4968,0.2244
"Nicaragua","NIC",93,2005,0.4899,0.2196
"Nicaragua","NIC",93,2006,0.4484,0.2289
"Nicaragua","NIC",93,2007,0.2696,0.1917
"Nicaragua","NIC",93,2008,0.2701,0.1887
"Nicaragua","NIC",93,2009,0.4355,0.231
"Nicaragua","NIC",93,2010,0.4376,0.2273
"Nicaragua","NIC",93,2011,0.2816,0.1958
"Costa Rica","CRI",94,1981,0.6966,0.185
"Costa Rica","CRI",94,1982,0.7682,0.1333
"Costa Rica","CRI",94,1983,0.7625,0.1374
"Costa Rica","CRI",94,1984,0.6971,0.1524
"Costa Rica","CRI",94,1985,0.6779,0.1457
"Costa Rica","CRI",94,1986,0.7176,0.128
"Costa Rica","CRI",94,1987,0.6871,0.1274
"Costa Rica","CRI",94,1988,0.6912,0.1316
"Costa Rica","CRI",94,1989,0.6471,0.1393
"Costa Rica","CRI",94,1990,0.5697,0.1322
"Costa Rica","CRI",94,1991,0.4835,0.1334
"Costa Rica","CRI",94,1992,0.3952,0.1361
"Costa Rica","CRI",94,1993,0.3566,0.1311
"Costa Rica","CRI",94,1994,0.3117,0.1334
"Costa Rica","CRI",94,1995,0.338,0.1302
"Costa Rica","CRI",94,1996,0.3039,0.1326
"Costa Rica","CRI",94,1997,0.3329,0.1264
"Costa Rica","CRI",94,1998,0.3495,0.1252
"Costa Rica","CRI",94,1999,0.343,0.1241
"Costa Rica","CRI",94,2000,0.367,0.1445
"Costa Rica","CRI",94,2001,0.3029,0.135
"Costa Rica","CRI",94,2002,0.3107,0.14
"Costa Rica","CRI",94,2003,0.3927,0.1639
"Costa Rica","CRI",94,2004,0.4306,0.1671
"Costa Rica","CRI",94,2005,0.4565,0.1741
"Costa Rica","CRI",94,2006,0.4796,0.1832
"Costa Rica","CRI",94,2007,0.503,0.1949
"Costa Rica","CRI",94,2008,0.3655,0.1679
"Costa Rica","CRI",94,2009,0.3591,0.1764
"Costa Rica","CRI",94,2010,0.4313,0.1858
"Costa Rica","CRI",94,2011,0.4576,0.1956
"Panama","PAN",95,1981,0.7029,0.1908
"Panama","PAN",95,1982,0.7709,0.1605
"Panama","PAN",95,1983,0.7763,0.1528
"Panama","PAN",95,1984,0.7014,0.1668
"Panama","PAN",95,1985,0.6834,0.1566
"Panama","PAN",95,1986,0.6864,0.1617
"Panama","PAN",95,1987,0.4353,0.1379
"Panama","PAN",95,1988,0.2411,0.1262
"Panama","PAN",95,1989,0.1466,0.1021
"Panama","PAN",95,1990,0.1553,0.1058
"Panama","PAN",95,1991,0.1133,0.0883
"Panama","PAN",95,1992,0.1299,0.094
"Panama","PAN",95,1993,0.1923,0.121
"Panama","PAN",95,1994,0.2702,0.1477
"Panama","PAN",95,1995,0.263,0.1341
"Panama","PAN",95,1996,0.2207,0.1328
"Panama","PAN",95,1997,0.2188,0.1314
"Panama","PAN",95,1998,0.2235,0.1332
"Panama","PAN",95,1999,0.2527,0.1399
"Panama","PAN",95,2000,0.2615,0.1505
"Panama","PAN",95,2001,0.2399,0.1364
"Panama","PAN",95,2002,0.2769,0.14
"Panama","PAN",95,2003,0.3598,0.1737
"Panama","PAN",95,2004,0.3902,0.1862
"Panama","PAN",95,2005,0.3878,0.1836
"Panama","PAN",95,2006,0.3486,0.175
"Panama","PAN",95,2007,0.2423,0.1589
"Panama","PAN",95,2008,0.2107,0.1462
"Panama","PAN",95,2009,0.2386,0.1553
"Panama","PAN",95,2010,0.3473,0.1816
"Panama","PAN",95,2011,0.3965,0.1989
"Colombia","COL",100,1981,0.6381,0.1948
"Colombia","COL",100,1982,0.6618,0.1729
"Colombia","COL",100,1983,0.7054,0.1511
"Colombia","COL",100,1984,0.7697,0.1348
"Colombia","COL",100,1985,0.7739,0.1267
"Colombia","COL",100,1986,0.7954,0.1347
"Colombia","COL",100,1987,0.7457,0.1427
"Colombia","COL",100,1988,0.6066,0.1374
"Colombia","COL",100,1989,0.4162,0.1273
"Colombia","COL",100,1990,0.2516,0.1314
"Colombia","COL",100,1991,0.2353,0.1244
"Colombia","COL",100,1992,0.2427,0.1205
"Colombia","COL",100,1993,0.2087,0.1153
"Colombia","COL",100,1994,0.2385,0.1249
"Colombia","COL",100,1995,0.1795,0.1106
"Colombia","COL",100,1996,0.1278,0.0918
"Colombia","COL",100,1997,0.1475,0.1001
"Colombia","COL",100,1998,0.1608,0.1067
"Colombia","COL",100,1999,0.1628,0.1073
"Colombia","COL",100,2000,0.1535,0.1005
"Colombia","COL",100,2001,0.1426,0.098
"Colombia","COL",100,2002,0.1107,0.0854
"Colombia","COL",100,2003,0.1232,0.0954
"Colombia","COL",100,2004,0.1262,0.0991
"Colombia","COL",100,2005,0.1305,0.1023
"Colombia","COL",100,2006,0.1281,0.0979
"Colombia","COL",100,2007,0.1298,0.0977
"Colombia","COL",100,2008,0.1405,0.1021
"Colombia","COL",100,2009,0.1539,0.107
"Colombia","COL",100,2010,0.1875,0.1252
"Colombia","COL",100,2011,0.2623,0.1599
"Venezuela, Bolivarian Republic of","VEN",101,1981,0.8862,0.0919
"Venezuela, Bolivarian Republic of","VEN",101,1982,0.8938,0.0824
"Venezuela, Bolivarian Republic of","VEN",101,1983,0.898,0.0775
"Venezuela, Bolivarian Republic of","VEN",101,1984,0.9106,0.0675
"Venezuela, Bolivarian Republic of","VEN",101,1985,0.925,0.0591
"Venezuela, Bolivarian Republic of","VEN",101,1986,0.9246,0.0591
"Venezuela, Bolivarian Republic of","VEN",101,1987,0.9141,0.0635
"Venezuela, Bolivarian Republic of","VEN",101,1988,0.8989,0.0719
"Venezuela, Bolivarian Republic of","VEN",101,1989,0.8661,0.085
"Venezuela, Bolivarian Republic of","VEN",101,1990,0.8287,0.0958
"Venezuela, Bolivarian Republic of","VEN",101,1991,0.7963,0.1034
"Venezuela, Bolivarian Republic of","VEN",101,1992,0.7415,0.1142
"Venezuela, Bolivarian Republic of","VEN",101,1993,0.7258,0.1159
"Venezuela, Bolivarian Republic of","VEN",101,1994,0.6768,0.1137
"Venezuela, Bolivarian Republic of","VEN",101,1995,0.6484,0.1165
"Venezuela, Bolivarian Republic of","VEN",101,1996,0.6343,0.1175
"Venezuela, Bolivarian Republic of","VEN",101,1997,0.6157,0.1198
"Venezuela, Bolivarian Republic of","VEN",101,1998,0.602,0.1207
"Venezuela, Bolivarian Republic of","VEN",101,1999,0.5333,0.1218
"Venezuela, Bolivarian Republic of","VEN",101,2000,0.3957,0.1173
"Venezuela, Bolivarian Republic of","VEN",101,2001,0.29,0.1162
"Venezuela, Bolivarian Republic of","VEN",101,2002,0.2117,0.1096
"Venezuela, Bolivarian Republic of","VEN",101,2003,0.1725,0.1039
"Venezuela, Bolivarian Republic of","VEN",101,2004,0.1499,0.0974
"Venezuela, Bolivarian Republic of","VEN",101,2005,0.137,0.0939
"Venezuela, Bolivarian Republic of","VEN",101,2006,0.1316,0.0898
"Venezuela, Bolivarian Republic of","VEN",101,2007,0.1264,0.083
"Venezuela, Bolivarian Republic of","VEN",101,2008,0.1219,0.0834
"Venezuela, Bolivarian Republic of","VEN",101,2009,0.1243,0.0865
"Venezuela, Bolivarian Republic of","VEN",101,2010,0.1331,0.0917
"Venezuela, Bolivarian Republic of","VEN",101,2011,0.1509,0.105
"Guyana","GUY",110,1981,0.2823,0.1969
"Guyana","GUY",110,1982,0.4099,0.2098
"Guyana","GUY",110,1983,0.4097,0.2074
"Guyana","GUY",110,1984,0.2945,0.1874
"Guyana","GUY",110,1985,0.335,0.1755
"Guyana","GUY",110,1986,0.4983,0.1944
"Guyana","GUY",110,1987,0.7079,0.1601
"Guyana","GUY",110,1988,0.8055,0.1389
"Guyana","GUY",110,1989,0.8087,0.1386
"Guyana","GUY",110,1990,0.7063,0.1623
"Guyana","GUY",110,1991,0.4735,0.1789
"Guyana","GUY",110,1992,0.405,0.1824
"Guyana","GUY",110,1993,0.4762,0.1735
"Guyana","GUY",110,1994,0.4,0.1803
"Guyana","GUY",110,1995,0.4638,0.1804
"Guyana","GUY",110,1996,0.6751,0.1635
"Guyana","GUY",110,1997,0.6701,0.1628
"Guyana","GUY",110,1998,0.8298,0.1292
"Guyana","GUY",110,1999,0.7367,0.151
"Guyana","GUY",110,2000,0.5954,0.1712
"Guyana","GUY",110,2001,0.5871,0.1707
"Guyana","GUY",110,2002,0.5366,0.1748
"Guyana","GUY",110,2003,0.5391,0.1997
"Guyana","GUY",110,2004,0.5439,0.2048
"Guyana","GUY",110,2005,0.5484,0.2
"Guyana","GUY",110,2006,0.547,0.2056
"Guyana","GUY",110,2007,0.5455,0.2058
"Guyana","GUY",110,2008,0.5456,0.2051
"Guyana","GUY",110,2009,0.5466,0.2038
"Guyana","GUY",110,2010,0.539,0.2051
"Guyana","GUY",110,2011,0.5316,0.2152
"Suriname","SUR",115,1985,0.8722,0.0955
"Suriname","SUR",115,1986,0.8766,0.0909
"Suriname","SUR",115,1987,0.8896,0.0815
"Suriname","SUR",115,1988,0.8983,0.0762
"Suriname","SUR",115,1989,0.9005,0.0745
"Suriname","SUR",115,1990,0.895,0.0766
"Suriname","SUR",115,1991,0.8909,0.0756
"Suriname","SUR",115,1992,0.8784,0.0761
"Suriname","SUR",115,1993,0.8692,0.0805
"Suriname","SUR",115,1994,0.863,0.0832
"Suriname","SUR",115,1995,0.8584,0.0825
"Suriname","SUR",115,1996,0.855,0.0854
"Suriname","SUR",115,1997,0.8574,0.0814
"Suriname","SUR",115,1998,0.862,0.081
"Suriname","SUR",115,1999,0.8708,0.0774
"Suriname","SUR",115,2000,0.8653,0.0781
"Suriname","SUR",115,2001,0.8504,0.0792
"Suriname","SUR",115,2002,0.8304,0.088
"Suriname","SUR",115,2003,0.7882,0.0973
"Suriname","SUR",115,2004,0.7555,0.1085
"Suriname","SUR",115,2005,0.733,0.1148
"Suriname","SUR",115,2006,0.7161,0.1174
"Suriname","SUR",115,2007,0.7027,0.122
"Suriname","SUR",115,2008,0.6943,0.1284
"Suriname","SUR",115,2009,0.6873,0.1306
"Suriname","SUR",115,2010,0.6804,0.1366
"Suriname","SUR",115,2011,0.6764,0.1448
"Ecuador","ECU",130,1981,0.8418,0.1182
"Ecuador","ECU",130,1982,0.8408,0.1108
"Ecuador","ECU",130,1983,0.8177,0.1152
"Ecuador","ECU",130,1984,0.759,0.1259
"Ecuador","ECU",130,1985,0.7266,0.126
"Ecuador","ECU",130,1986,0.6795,0.1326
"Ecuador","ECU",130,1987,0.5965,0.136
"Ecuador","ECU",130,1988,0.5232,0.1417
"Ecuador","ECU",130,1989,0.4318,0.1491
"Ecuador","ECU",130,1990,0.3618,0.1371
"Ecuador","ECU",130,1991,0.3439,0.14
"Ecuador","ECU",130,1992,0.3081,0.1366
"Ecuador","ECU",130,1993,0.2671,0.128
"Ecuador","ECU",130,1994,0.2436,0.1235
"Ecuador","ECU",130,1995,0.25,0.1292
"Ecuador","ECU",130,1996,0.2385,0.1257
"Ecuador","ECU",130,1997,0.2168,0.1191
"Ecuador","ECU",130,1998,0.2125,0.1224
"Ecuador","ECU",130,1999,0.1914,0.1112
"Ecuador","ECU",130,2000,0.1801,0.1102
"Ecuador","ECU",130,2001,0.178,0.1076
"Ecuador","ECU",130,2002,0.1772,0.1078
"Ecuador","ECU",130,2003,0.1818,0.113
"Ecuador","ECU",130,2004,0.2053,0.1242
"Ecuador","ECU",130,2005,0.1838,0.1209
"Ecuador","ECU",130,2006,0.2006,0.1282
"Ecuador","ECU",130,2007,0.1667,0.1151
"Ecuador","ECU",130,2008,0.1562,0.1106
"Ecuador","ECU",130,2009,0.1528,0.1112
"Ecuador","ECU",130,2010,0.1558,0.1121
"Ecuador","ECU",130,2011,0.1738,0.1242
"Peru","PER",135,1981,0.7214,0.1778
"Peru","PER",135,1982,0.7746,0.1529
"Peru","PER",135,1983,0.771,0.143
"Peru","PER",135,1984,0.7145,0.1434
"Peru","PER",135,1985,0.6988,0.137
"Peru","PER",135,1986,0.6535,0.1412
"Peru","PER",135,1987,0.5446,0.1333
"Peru","PER",135,1988,0.4391,0.1304
"Peru","PER",135,1989,0.397,0.1276
"Peru","PER",135,1990,0.3104,0.1242
"Peru","PER",135,1991,0.2177,0.117
"Peru","PER",135,1992,0.1493,0.0976
"Peru","PER",135,1993,0.1732,0.1033
"Peru","PER",135,1994,0.1166,0.0862
"Peru","PER",135,1995,0.1106,0.0836
"Peru","PER",135,1996,0.1416,0.0951
"Peru","PER",135,1997,0.1631,0.1018
"Peru","PER",135,1998,0.1693,0.1119
"Peru","PER",135,1999,0.1687,0.1073
"Peru","PER",135,2000,0.1781,0.1085
"Peru","PER",135,2001,0.2014,0.1181
"Peru","PER",135,2002,0.2447,0.1308
"Peru","PER",135,2003,0.3415,0.1606
"Peru","PER",135,2004,0.4024,0.1656
"Peru","PER",135,2005,0.4304,0.1722
"Peru","PER",135,2006,0.4312,0.1723
"Peru","PER",135,2007,0.4136,0.1732
"Peru","PER",135,2008,0.3771,0.172
"Peru","PER",135,2009,0.4296,0.174
"Peru","PER",135,2010,0.4604,0.1864
"Peru","PER",135,2011,0.4736,0.1957
"Brazil","BRA",140,1960,0.4246,0.0791
"Brazil","BRA",140,1961,0.4069,0.0698
"Brazil","BRA",140,1962,0.3646,0.0664
"Brazil","BRA",140,1963,0.2871,0.0635
"Brazil","BRA",140,1964,0.1468,0.0587
"Brazil","BRA",140,1965,0.0789,0.049
"Brazil","BRA",140,1966,0.0521,0.0379
"Brazil","BRA",140,1967,0.0447,0.0358
"Brazil","BRA",140,1968,0.0417,0.0326
"Brazil","BRA",140,1969,0.0415,0.0323
"Brazil","BRA",140,1970,0.0413,0.033
"Brazil","BRA",140,1971,0.0409,0.0335
"Brazil","BRA",140,1972,0.0408,0.0318
"Brazil","BRA",140,1973,0.0407,0.0322
"Brazil","BRA",140,1974,0.0399,0.0312
"Brazil","BRA",140,1975,0.0402,0.0314
"Brazil","BRA",140,1976,0.041,0.0326
"Brazil","BRA",140,1977,0.043,0.0339
"Brazil","BRA",140,1978,0.0474,0.0362
"Brazil","BRA",140,1979,0.069,0.0444
"Brazil","BRA",140,1980,0.0997,0.0542
"Brazil","BRA",140,1981,0.1156,0.0573
"Brazil","BRA",140,1982,0.1308,0.0585
"Brazil","BRA",140,1983,0.1475,0.0615
"Brazil","BRA",140,1984,0.1726,0.0627
"Brazil","BRA",140,1985,0.2092,0.0621
"Brazil","BRA",140,1986,0.2675,0.0588
"Brazil","BRA",140,1987,0.3289,0.0593
"Brazil","BRA",140,1988,0.4287,0.0583
"Brazil","BRA",140,1989,0.475,0.0566
"Brazil","BRA",140,1990,0.5066,0.0568
"Brazil","BRA",140,1991,0.5163,0.057
"Brazil","BRA",140,1992,0.5243,0.0574
"Brazil","BRA",140,1993,0.5288,0.0576
"Brazil","BRA",140,1994,0.531,0.057
"Brazil","BRA",140,1995,0.5296,0.0574
"Brazil","BRA",140,1996,0.544,0.0577
"Brazil","BRA",140,1997,0.5537,0.0575
"Brazil","BRA",140,1998,0.5706,0.0584
"Brazil","BRA",140,1999,0.5735,0.0595
"Brazil","BRA",140,2000,0.566,0.0601
"Brazil","BRA",140,2001,0.5686,0.0583
"Brazil","BRA",140,2002,0.5784,0.058
"Brazil","BRA",140,2003,0.5952,0.0593
"Brazil","BRA",140,2004,0.6019,0.0599
"Brazil","BRA",140,2005,0.6035,0.0609
"Brazil","BRA",140,2006,0.5991,0.0622
"Brazil","BRA",140,2007,0.5918,0.061
"Brazil","BRA",140,2008,0.5909,0.0612
"Brazil","BRA",140,2009,0.5959,0.0607
"Brazil","BRA",140,2010,0.6091,0.0616
"Brazil","BRA",140,2011,0.6162,0.061
"Brazil","BRA",140,2012,0.6237,0.0652
"Brazil","BRA",140,2013,0.6276,0.0688
"Brazil","BRA",140,2014,0.6267,0.0797
"Bolivia (Plurinational State of)","BOL",145,1981,0.6362,0.1728
"Bolivia (Plurinational State of)","BOL",145,1982,0.653,0.1611
"Bolivia (Plurinational State of)","BOL",145,1983,0.6773,0.1614
"Bolivia (Plurinational State of)","BOL",145,1984,0.659,0.1503
"Bolivia (Plurinational State of)","BOL",145,1985,0.6008,0.1231
"Bolivia (Plurinational State of)","BOL",145,1986,0.5685,0.1149
"Bolivia (Plurinational State of)","BOL",145,1987,0.5319,0.1109
"Bolivia (Plurinational State of)","BOL",145,1988,0.4817,0.1091
"Bolivia (Plurinational State of)","BOL",145,1989,0.4084,0.1115
"Bolivia (Plurinational State of)","BOL",145,1990,0.3842,0.1103
"Bolivia (Plurinational State of)","BOL",145,1991,0.3104,0.1144
"Bolivia (Plurinational State of)","BOL",145,1992,0.2753,0.1158
"Bolivia (Plurinational State of)","BOL",145,1993,0.261,0.113
"Bolivia (Plurinational State of)","BOL",145,1994,0.2545,0.1091
"Bolivia (Plurinational State of)","BOL",145,1995,0.2089,0.1049
"Bolivia (Plurinational State of)","BOL",145,1996,0.1807,0.1005
"Bolivia (Plurinational State of)","BOL",145,1997,0.167,0.0981
"Bolivia (Plurinational State of)","BOL",145,1998,0.1552,0.0957
"Bolivia (Plurinational State of)","BOL",145,1999,0.1463,0.0911
"Bolivia (Plurinational State of)","BOL",145,2000,0.14,0.0904
"Bolivia (Plurinational State of)","BOL",145,2001,0.1267,0.0854
"Bolivia (Plurinational State of)","BOL",145,2002,0.0995,0.0746
"Bolivia (Plurinational State of)","BOL",145,2003,0.1065,0.0814
"Bolivia (Plurinational State of)","BOL",145,2004,0.1095,0.0835
"Bolivia (Plurinational State of)","BOL",145,2005,0.1154,0.0841
"Bolivia (Plurinational State of)","BOL",145,2006,0.121,0.0867
"Bolivia (Plurinational State of)","BOL",145,2007,0.1347,0.09
"Bolivia (Plurinational State of)","BOL",145,2008,0.1563,0.1009
"Bolivia (Plurinational State of)","BOL",145,2009,0.1922,0.1201
"Bolivia (Plurinational State of)","BOL",145,2010,0.2476,0.1439
"Bolivia (Plurinational State of)","BOL",145,2011,0.2824,0.1626
"Paraguay","PRY",150,1981,0.1788,0.1199
"Paraguay","PRY",150,1982,0.1902,0.1166
"Paraguay","PRY",150,1983,0.185,0.1147
"Paraguay","PRY",150,1984,0.1548,0.0961
"Paraguay","PRY",150,1985,0.1365,0.0848
"Paraguay","PRY",150,1986,0.1537,0.0944
"Paraguay","PRY",150,1987,0.1231,0.0777
"Paraguay","PRY",150,1988,0.1181,0.0749
"Paraguay","PRY",150,1989,0.1347,0.0809
"Paraguay","PRY",150,1990,0.1507,0.0857
"Paraguay","PRY",150,1991,0.1665,0.0852
"Paraguay","PRY",150,1992,0.1919,0.0896
"Paraguay","PRY",150,1993,0.2001,0.0905
"Paraguay","PRY",150,1994,0.212,0.093
"Paraguay","PRY",150,1995,0.2243,0.0918
"Paraguay","PRY",150,1996,0.2535,0.0939
"Paraguay","PRY",150,1997,0.288,0.0947
"Paraguay","PRY",150,1998,0.3079,0.1003
"Paraguay","PRY",150,1999,0.329,0.0979
"Paraguay","PRY",150,2000,0.348,0.1024
"Paraguay","PRY",150,2001,0.3494,0.0997
"Paraguay","PRY",150,2002,0.3559,0.1062
"Paraguay","PRY",150,2003,0.3651,0.1135
"Paraguay","PRY",150,2004,0.3984,0.1185
"Paraguay","PRY",150,2005,0.4218,0.1209
"Paraguay","PRY",150,2006,0.4434,0.1211
"Paraguay","PRY",150,2007,0.4532,0.1234
"Paraguay","PRY",150,2008,0.4598,0.1283
"Paraguay","PRY",150,2009,0.4634,0.1329
"Paraguay","PRY",150,2010,0.4716,0.1464
"Paraguay","PRY",150,2011,0.4734,0.1577
"Chile","CHL",155,1960,0.326,0.0814
"Chile","CHL",155,1961,0.3278,0.0704
"Chile","CHL",155,1962,0.3284,0.0669
"Chile","CHL",155,1963,0.3286,0.0674
